molecule_chembl_id,canonical_smiles,standard_value
CHEMBL152854,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1.O=C(O)C(F)(F)F,16.0
CHEMBL154572,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)n(-c2cccc(CN)c2)n1,120.0
CHEMBL346825,Cc1cn(-c2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n1.O=C(O)C(F)(F)F,27.0
CHEMBL160489,N=C(N)c1cccc(-n2nnnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,6.4
CHEMBL160575,N=C(N)c1cccc(-c2ncsc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,97.0
CHEMBL157299,N=C(N)c1cccc(-c2ocnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,261.0
CHEMBL160515,N=C(N)c1cccc(-c2ccccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,780.0
CHEMBL347606,Cn1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(-c2cccc(C(=N)N)c2)n1.O=C(O)C(F)(F)F,220.0
CHEMBL159204,Cc1nc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(-c2cccc(C(=N)N)c2)[nH]1.O=C(O)C(F)(F)F,1100.0
CHEMBL158219,N=C(N)c1cccc(-n2cncc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,58.0
CHEMBL156505,N=C(N)c1cccc(-c2[nH]c(O)nc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,390.0
CHEMBL156924,Cc1nc(-c2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)s1.O=C(O)C(F)(F)F,60.0
CHEMBL351755,N=C(N)c1cccc(-c2ncccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,260.0
CHEMBL160958,Cc1nc(-c2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)o1.O=C(O)C(F)(F)F,190.0
CHEMBL157417,N=C(N)c1cccc(-n2nncc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,3.4
CHEMBL349323,N=C(N)c1cccc(-n2ccnc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,26.0
CHEMBL44249,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cc(C(F)(F)F)c(N)c1=O,20000.0
CHEMBL19080,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O,1800.0
CHEMBL42091,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1cc(Cl)ccc1Cl,100000.0
CHEMBL296737,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,2000.0
CHEMBL44226,Cc1cc(C(F)(F)F)c(N)c(=O)n1CC(=O)NCc1cc(Cl)ccc1OCC(=O)NCCCN(C)C,11000.0
CHEMBL43145,Cc1cc(C(F)(F)F)c(N)c(=O)n1CC(=O)NCc1cc(Cl)ccc1OCC(=O)NCCN(C)C,14000.0
CHEMBL42496,Cc1cc(C(F)(F)F)c(N)c(=O)n1CC(=O)NCc1cc(Cl)ccc1OCC(=O)N(C)C,100000.0
CHEMBL46638,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cnc(N)c1=O,7200.0
CHEMBL42495,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl)C1CCCCC1,29000.0
CHEMBL42039,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C1CCCCC1,23000.0
CHEMBL296041,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1cccc(Cl)c1,20000.0
CHEMBL431524,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O,1000.0
CHEMBL43641,CNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cc(C(F)(F)F)c(N)c1=O,7100.0
CHEMBL44868,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(N)c1=O,23000.0
CHEMBL45062,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)Cn1c(C)cc(C(F)(F)F)c(N)c1=O,10000.0
CHEMBL140290,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccnc(N)c3c2)n1,2600.0
CHEMBL125153,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1Cl,4700.0
CHEMBL37251,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)N)c2)n1,16.0
CHEMBL342217,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(=N)NO)c2)n1,1600.0
CHEMBL127909,N=C(N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1F,1100.0
CHEMBL126707,COc1cc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2cc1C(=N)N,14000.0
CHEMBL342469,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ncnc(N)c3c2)n1,1600.0
CHEMBL140349,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3nc(N)nc(N)c3c2)n1,1600.0
CHEMBL339902,N=C(N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,230.0
CHEMBL139579,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3ccncc3c2)n1,1600.0
CHEMBL136399,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(B(O)O)c2)n1,1600.0
CHEMBL139788,COc1ccc(-n2nc(C)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,1600.0
CHEMBL337781,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(N)c2)n1,1600.0
CHEMBL96433,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1,130.0
CHEMBL139121,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2)n1,1600.0
CHEMBL127407,N=C(N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1O,50000.0
CHEMBL343946,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3c(N)[nH]nc3c2)n1,1600.0
CHEMBL127278,Cc1cc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2cc1C(=N)N,1600.0
CHEMBL343602,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(C(N)=O)c2)n1,1600.0
CHEMBL138813,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(Cl)c2)n1,1600.0
CHEMBL138787,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccc3onc(N)c3c2)n1,1600.0
CHEMBL106709,CC(=O)CN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,360.0
CHEMBL107097,N=C(N)c1cccc(N(CCCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(=O)O)c1.O=C(O)C(F)(F)F,470.0
CHEMBL105121,COC(=O)CN(CCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,56.0
CHEMBL323381,CC(C)OC(=O)CN(c1cccc(C(=N)N)c1)S(=O)(=O)CCc1ccc(-c2ccccc2S(N)(=O)=O)cc1.O=C(O)C(F)(F)F,220.0
CHEMBL106567,N=C(N)c1cccc(N(CCO)CCCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,710.0
CHEMBL320269,COC(=O)CN(CCOc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,19.0
CHEMBL324901,N=C(N)c1cccc(N(CCCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(N)=O)c1.O=C(O)C(F)(F)F,820.0
CHEMBL321733,COCCN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,330.0
CHEMBL325101,COC(=O)CN(c1cccc(C(=N)N)c1)S(=O)(=O)CCc1ccc(-c2ccccc2S(N)(=O)=O)cc1.O=C(O)C(F)(F)F,180.0
CHEMBL106743,COC(=O)CN(CCCOc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,77.0
CHEMBL320934,CC(C)OC(=O)CN(CCOc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,52.0
CHEMBL18767,COC(=O)CN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,39.0
CHEMBL322073,N=C(N)c1cccc(NCCCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,850.0
CHEMBL321452,N=C(N)c1cccc(NS(=O)(=O)CCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1.O=C(O)C(F)(F)F,1400.0
CHEMBL317471,CC(C)OC(=O)CN(CCCc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,74.0
CHEMBL298756,CN(C)S(=O)(=O)N=C(N)N,2890.0
CHEMBL50022,N=C(N)NS(=O)(=O)C(F)(F)F,1275.0
CHEMBL50467,CN(C)c1cccc2c(S(=O)(=O)NN=C(N)N)cccc12,1200.0
CHEMBL53755,N=C(N)NS(=O)(=O)c1ccc(F)cc1,1090.0
CHEMBL52161,COC(=N)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,1235.0
CHEMBL298869,N=C(N)NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,990.0
CHEMBL53543,N=C(N)NS(=O)(=O)Cc1ccccc1,1350.0
CHEMBL432704,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1425.0
CHEMBL54261,COc1ccc(S(=O)(=O)NN=C(N)N)cc1N,1100.0
CHEMBL54137,COC(=N)NS(=O)(=O)c1c(C)cc(C)cc1C,1785.0
CHEMBL54241,N=C(N)NNS(=O)(=O)c1ccc(Cl)cc1,1100.0
CHEMBL301750,N=C(N)NNS(=O)(=O)c1ccc(I)cc1,1300.0
CHEMBL440114,N=C(N)NNS(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)c1,1010.0
CHEMBL52109,Cc1cc(C)c(S(=O)(=O)NN=C(N)N)c(C)c1,1100.0
CHEMBL50144,N=C(N)NS(=O)(=O)c1ccc(Br)cc1,1230.0
CHEMBL53358,N=C(N)NS(=O)(=O)c1ccc(C(=O)O)cc1,1235.0
CHEMBL298925,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCCC2C(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1315.0
CHEMBL51616,COC(=N)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1420.0
CHEMBL50574,CC(=O)Nc1ccc(S(=O)(=O)NN=C(N)N)cc1,1025.0
CHEMBL52803,N=C(N)NS(=O)(=O)c1cccc(N)c1,1145.0
CHEMBL50191,Cc1ccc(S(=O)(=O)NC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1455.0
CHEMBL52802,N=C(N)NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,1350.0
CHEMBL296177,N=C(N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1285.0
CHEMBL51392,N=C(N)NNS(=O)(=O)c1cccc2ccccc12,1200.0
CHEMBL430592,N=C(N)NS(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)c1,990.0
CHEMBL301987,N=C(N)NNS(=O)(=O)c1ccc2ccccc2c1,1285.0
CHEMBL51347,N=C(N)NS(=O)(=O)c1ccccc1C(=O)O,1445.0
CHEMBL53533,COC(=N)NS(=O)(=O)c1ccc(F)cc1,1200.0
CHEMBL51458,N=C(N)NNS(=O)(=O)c1ccc(C(=O)O)cc1,1335.0
CHEMBL298996,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1245.0
CHEMBL52275,COC(=N)NS(=O)(=O)c1ccc(C(=O)O)cc1,1340.0
CHEMBL431538,COC(=N)NS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1350.0
CHEMBL51497,COC(=N)NS(=O)(=O)c1cccc([N+](=O)[O-])c1,1375.0
CHEMBL50751,COC(=N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12,1375.0
CHEMBL50537,N=C(N)NNS(=O)(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,1200.0
CHEMBL298127,Cc1ccc(S(=O)(=O)NC(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1350.0
CHEMBL295709,COC(=N)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1500.0
CHEMBL297032,COC(=N)NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,1550.0
CHEMBL299839,COC(=N)NS(=O)(=O)c1cccc2ccccc12,1425.0
CHEMBL50681,COC(=N)NS(=O)(=O)c1ccc(NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1540.0
CHEMBL300873,N=C(N)NNS(=O)(=O)c1ccc(N)cc1,1425.0
CHEMBL299624,Cc1ccc(S(=O)(=O)NC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCCC2C(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1450.0
CHEMBL299652,N=C(N)NS(=O)(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,1250.0
CHEMBL50103,COC(=N)NS(=O)(=O)Cc1ccccc1,1900.0
CHEMBL52846,N=C(N)NS(=O)(=O)c1cccc2ccccc12,1230.0
CHEMBL53960,N=C(N)NS(=O)(=O)c1ccc2ccccc2c1,1300.0
CHEMBL298913,Cc1ccc(S(=O)(=O)NC(=O)N2CCC[C@H]2C(=O)NCC(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1400.0
CHEMBL299607,COC(=N)NS(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)c1,1200.0
CHEMBL50155,COC(=N)NS(=O)(=O)c1ccc(OC)c(N)c1,1235.0
CHEMBL50590,Cc1ccc(S(=O)(=O)NC(=O)N[C@H](Cc2ccccc2)C(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1340.0
CHEMBL296176,Cc1ccc(S(=O)(=O)NC(=O)N2CCCC2C(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1530.0
CHEMBL299617,N=C(N)NCCCNC(=O)[C@@H]1CCCCN1C(=O)C(CC1CCCCC1)NCC(=O)O,540.0
CHEMBL51446,COC(=N)NS(=O)(=O)c1ccccc1[N+](=O)[O-],2340.0
CHEMBL50449,COC(=N)NS(=O)(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,1300.0
CHEMBL299792,COC(=N)NS(=O)(=O)c1ccc(OC)cc1,1460.0
CHEMBL53802,Cc1ccc(S(=O)(=O)NC(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1555.0
CHEMBL299653,COC(=N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2180.0
CHEMBL417546,Cc1ccc(S(=O)(=O)NN=C(N)N)cc1,1775.0
CHEMBL300630,N=C(N)NNS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1315.0
CHEMBL52917,N=C(N)NNS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1400.0
CHEMBL51121,N=C(N)NS(=O)(=O)c1ccccc1[N+](=O)[O-],1850.0
CHEMBL52123,COC(=N)NS(=O)(=O)N(C)C,3300.0
CHEMBL51177,COC(=N)NS(=O)(=O)c1cccc(N)c1,1370.0
CHEMBL51044,COC(=N)NS(=O)(=O)c1ccc2ccccc2c1,1445.0
CHEMBL50253,N=C(N)NNS(=O)(=O)c1cccc([N+](=O)[O-])c1,1235.0
CHEMBL51292,CC1(C)C2CCC1(CS(=O)(=O)N=C(N)N)C(=O)C2,980.0
CHEMBL299582,N=C(N)NNS(=O)(=O)c1ccccc1[N+](=O)[O-],1800.0
CHEMBL54139,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1355.0
CHEMBL52915,N=C(N)NS(=O)(=O)c1cccc([N+](=O)[O-])c1,1100.0
CHEMBL51261,N=C(N)NS(=O)(=O)c1cccs1,1320.0
CHEMBL54307,COC(=N)NS(=O)(=O)c1ccc(NC(C)=O)cc1,1345.0
CHEMBL301082,N=C(N)NNS(=O)(=O)c1ccc(Br)cc1,1215.0
CHEMBL50522,N=C(N)NS(=O)(=O)c1ccc(Cl)cc1,1170.0
CHEMBL50185,Cc1ccc(S(=O)(=O)N=C(N)N)cc1,1810.0
CHEMBL53694,N=C(N)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,975.0
CHEMBL298526,N=C(N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2100.0
CHEMBL51635,Cc1ccc(S(=O)(=O)NC(=O)N[C@H](Cc2ccccc2)C(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1250.0
CHEMBL298638,COC(=N)NS(=O)(=O)c1ccc(I)cc1,1415.0
CHEMBL300188,N=C(N)NNS(=O)(=O)c1ccccc1C(=O)O,1400.0
CHEMBL53304,COC(=N)NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,1425.0
CHEMBL51151,COC(=N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2135.0
CHEMBL51674,N=C(N)NNS(=O)(=O)c1cccc(C(=O)O)c1,1520.0
CHEMBL52638,N=C(N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1950.0
CHEMBL52323,COC(=N)NS(=O)(=O)C(F)(F)F,1450.0
CHEMBL54196,COC(=N)NS(=O)(=O)c1cccc(C(=O)O)c1,1595.0
CHEMBL53801,CC(=O)Nc1ccc(S(=O)(=O)N=C(N)N)cc1,1070.0
